property_id,project_id,property_name,developer,listing_url,property_type,sub_type,bedrooms,bathrooms,bua,plot_size,price,currency,ownership_type,status,source_url,last_verified
property_f0d34484_309f_ee11_a2bf_00155d119841,f0d34484_309f_ee11_a2bf_00155d119841,Al Rumaila 1,Aqaar,https://www.aqaar.com/projects/f0d34484-309f-ee11-a2bf-00155d119841,residential,residential,unknown,unknown,unknown,unknown,15600,AED,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Rumaila%201&pageNumber=1&pageSize=100,2026-06-24
property_18b8dd4b_0ad1_e811_a2b8_00155d119707,18b8dd4b_0ad1_e811_a2b8_00155d119707,Al Rumailah,Aqaar,https://www.aqaar.com/projects/18b8dd4b-0ad1-e811-a2b8-00155d119707,residential,residential,unknown,unknown,unknown,unknown,21600,AED,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Rumailah&pageNumber=1&pageSize=100,2026-06-24
property_86b8dd4b_0ad1_e811_a2b8_00155d119707,86b8dd4b_0ad1_e811_a2b8_00155d119707,Al Rumailah New Villas,Aqaar,https://www.aqaar.com/projects/86b8dd4b-0ad1-e811-a2b8-00155d119707,villa,villa,unknown,unknown,unknown,unknown,102000,AED,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Rumailah%20New%20Villas&pageNumber=1&pageSize=100,2026-06-24
property_11f6f9c7_d27d_ec11_a2ca_00155d119619,11f6f9c7_d27d_ec11_a2ca_00155d119619,Al Sediq,Aqaar,https://www.aqaar.com/projects/11f6f9c7-d27d-ec11-a2ca-00155d119619,residential,residential,unknown,unknown,unknown,unknown,19200,AED,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Sediq&pageNumber=1&pageSize=100,2026-06-24
property_32b8dd4b_0ad1_e811_a2b8_00155d119707,32b8dd4b_0ad1_e811_a2b8_00155d119707,Al Shahba,Aqaar,https://www.aqaar.com/projects/32b8dd4b-0ad1-e811-a2b8-00155d119707,residential,Leasing,unknown,unknown,unknown,unknown,27000,AED,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Shahba&pageNumber=1&pageSize=100,2026-06-24
property_90b8dd4b_0ad1_e811_a2b8_00155d119707,90b8dd4b_0ad1_e811_a2b8_00155d119707,Al Sheikh Humaid Building (Abu-Dhabi),Aqaar,https://www.aqaar.com/projects/90b8dd4b-0ad1-e811-a2b8-00155d119707,residential,residential,unknown,unknown,unknown,unknown,37800,AED,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Sheikh%20Humaid%20Building%20(Abu-Dhabi)&pageNumber=1&pageSize=100,2026-06-24
property_b4b8dd4b_0ad1_e811_a2b8_00155d119707,b4b8dd4b_0ad1_e811_a2b8_00155d119707,Al Sheikha Fatima Building (Abu-Dhabi),Aqaar,https://www.aqaar.com/projects/b4b8dd4b-0ad1-e811-a2b8-00155d119707,residential,residential,unknown,unknown,unknown,unknown,36750,AED,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Sheikha%20Fatima%20Building%20(Abu-Dhabi)&pageNumber=1&pageSize=100,2026-06-24
property_44f00817_9e49_eb11_a2c6_00155d119619,44f00817_9e49_eb11_a2c6_00155d119619,Al Shorouq,Aqaar,https://www.aqaar.com/projects/44f00817-9e49-eb11-a2c6-00155d119619,residential,residential,unknown,unknown,unknown,unknown,14400,AED,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Shorouq&pageNumber=1&pageSize=100,2026-06-24
property_0eb8dd4b_0ad1_e811_a2b8_00155d119707,0eb8dd4b_0ad1_e811_a2b8_00155d119707,Al Suwan,Aqaar,https://www.aqaar.com/projects/0eb8dd4b-0ad1-e811-a2b8-00155d119707,residential,residential,unknown,unknown,unknown,unknown,28800,AED,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Suwan&pageNumber=1&pageSize=100,2026-06-24
property_10b8dd4b_0ad1_e811_a2b8_00155d119707,10b8dd4b_0ad1_e811_a2b8_00155d119707,Al Tameer,Aqaar,https://www.aqaar.com/projects/10b8dd4b-0ad1-e811-a2b8-00155d119707,residential,residential,unknown,unknown,unknown,unknown,40800,AED,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Tameer&pageNumber=1&pageSize=100,2026-06-24
property_a8b8dd4b_0ad1_e811_a2b8_00155d119707,a8b8dd4b_0ad1_e811_a2b8_00155d119707,Al Thuraya 1,Aqaar,https://www.aqaar.com/projects/a8b8dd4b-0ad1-e811-a2b8-00155d119707,residential,residential,unknown,unknown,unknown,unknown,20000,AED,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Thuraya%201&pageNumber=1&pageSize=100,2026-06-24
property_aab8dd4b_0ad1_e811_a2b8_00155d119707,aab8dd4b_0ad1_e811_a2b8_00155d119707,Al Thuraya 2,Aqaar,https://www.aqaar.com/projects/aab8dd4b-0ad1-e811-a2b8-00155d119707,residential,residential,unknown,unknown,unknown,unknown,20000,AED,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Thuraya%202&pageNumber=1&pageSize=100,2026-06-24
property_acb8dd4b_0ad1_e811_a2b8_00155d119707,acb8dd4b_0ad1_e811_a2b8_00155d119707,Al Thuraya 3,Aqaar,https://www.aqaar.com/projects/acb8dd4b-0ad1-e811-a2b8-00155d119707,residential,residential,unknown,unknown,unknown,unknown,33600,AED,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Thuraya%203&pageNumber=1&pageSize=100,2026-06-24
property_42b8dd4b_0ad1_e811_a2b8_00155d119707,42b8dd4b_0ad1_e811_a2b8_00155d119707,Al Yasmeen Complex,Aqaar,https://www.aqaar.com/projects/42b8dd4b-0ad1-e811-a2b8-00155d119707,residential,Leasing,unknown,unknown,unknown,unknown,14000,AED,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Yasmeen%20%20Complex&pageNumber=1&pageSize=100,2026-06-24
property_beabdf96_e122_e911_a2b8_00155d119707,beabdf96_e122_e911_a2b8_00155d119707,Al Zahir,Aqaar,https://www.aqaar.com/projects/beabdf96-e122-e911-a2b8-00155d119707,residential,residential,unknown,unknown,unknown,unknown,14400,AED,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Zahir&pageNumber=1&pageSize=100,2026-06-24
property_02b8dd4b_0ad1_e811_a2b8_00155d119707,02b8dd4b_0ad1_e811_a2b8_00155d119707,Al Zahra Complex,Aqaar,https://www.aqaar.com/projects/02b8dd4b-0ad1-e811-a2b8-00155d119707,residential,residential,unknown,unknown,unknown,unknown,24000,AED,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Zahra%20Complex&pageNumber=1&pageSize=100,2026-06-24
property_6c1c103f_f0f0_ea11_a2c4_00155d119619,6c1c103f_f0f0_ea11_a2c4_00155d119619,Al-Khour Tower C,Aqaar,https://www.aqaar.com/projects/6c1c103f-f0f0-ea11-a2c4-00155d119619,residential,residential,unknown,unknown,unknown,unknown,44400,AED,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al-Khour%20Tower%20C&pageNumber=1&pageSize=100,2026-06-24
property_eeb7dd4b_0ad1_e811_a2b8_00155d119707,eeb7dd4b_0ad1_e811_a2b8_00155d119707,AL-Khour Towers,Aqaar,https://www.aqaar.com/projects/eeb7dd4b-0ad1-e811-a2b8-00155d119707,residential,residential,unknown,unknown,unknown,unknown,195000,AED,unknown,sold_out,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=AL-Khour%20Towers&pageNumber=1&pageSize=100,2026-06-24
property_88b8dd4b_0ad1_e811_a2b8_00155d119707,88b8dd4b_0ad1_e811_a2b8_00155d119707,Amina Hospital,Aqaar,https://www.aqaar.com/projects/88b8dd4b-0ad1-e811-a2b8-00155d119707,healthcare,healthcare,unknown,unknown,unknown,unknown,on_request,unknown,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Amina%20Hospital&pageNumber=1&pageSize=100,2026-06-24
property_98de02ed_2222_e911_a2b8_00155d119707,98de02ed_2222_e911_a2b8_00155d119707,Aqaar Offices,Aqaar,https://www.aqaar.com/projects/98de02ed-2222-e911-a2b8-00155d119707,commercial,commercial,unknown,unknown,unknown,unknown,on_request,unknown,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Aqaar%20Offices&pageNumber=1&pageSize=100,2026-06-24
property_1ab8dd4b_0ad1_e811_a2b8_00155d119707,1ab8dd4b_0ad1_e811_a2b8_00155d119707,Asayel 1,Aqaar,https://www.aqaar.com/projects/1ab8dd4b-0ad1-e811-a2b8-00155d119707,residential,residential,unknown,unknown,unknown,unknown,21600,AED,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Asayel%201&pageNumber=1&pageSize=100,2026-06-24
property_a0b8dd4b_0ad1_e811_a2b8_00155d119707,a0b8dd4b_0ad1_e811_a2b8_00155d119707,Asayel 2,Aqaar,https://www.aqaar.com/projects/a0b8dd4b-0ad1-e811-a2b8-00155d119707,residential,residential,unknown,unknown,unknown,unknown,22800,AED,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Asayel%202&pageNumber=1&pageSize=100,2026-06-24
property_c05d8b0f_bab9_e911_a2bb_00155d119619,c05d8b0f_bab9_e911_a2bb_00155d119619,Beach Residence,Aqaar,https://www.aqaar.com/projects/c05d8b0f-bab9-e911-a2bb-00155d119619,residential,residential,unknown,unknown,unknown,unknown,sold_out,unknown,unknown,sold_out,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Beach%20Residence&pageNumber=1&pageSize=100,2026-06-24
property_5cb8dd4b_0ad1_e811_a2b8_00155d119707,5cb8dd4b_0ad1_e811_a2b8_00155d119707,Bloomington School,Aqaar,https://www.aqaar.com/projects/5cb8dd4b-0ad1-e811-a2b8-00155d119707,education,education,unknown,unknown,unknown,unknown,on_request,unknown,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Bloomington%20School&pageNumber=1&pageSize=100,2026-06-24
property_64b8dd4b_0ad1_e811_a2b8_00155d119707,64b8dd4b_0ad1_e811_a2b8_00155d119707,British International School,Aqaar,https://www.aqaar.com/projects/64b8dd4b-0ad1-e811-a2b8-00155d119707,education,education,unknown,unknown,unknown,unknown,on_request,unknown,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=British%20International%20School&pageNumber=1&pageSize=100,2026-06-24
property_54b8dd4b_0ad1_e811_a2b8_00155d119707,54b8dd4b_0ad1_e811_a2b8_00155d119707,Building materials Factory,Aqaar,https://www.aqaar.com/projects/54b8dd4b-0ad1-e811-a2b8-00155d119707,commercial,commercial,unknown,unknown,unknown,unknown,on_request,unknown,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Building%20materials%20Factory&pageNumber=1&pageSize=100,2026-06-24
property_30b8dd4b_0ad1_e811_a2b8_00155d119707,30b8dd4b_0ad1_e811_a2b8_00155d119707,City Towers,Aqaar,https://www.aqaar.com/projects/30b8dd4b-0ad1-e811-a2b8-00155d119707,residential,residential,unknown,unknown,unknown,unknown,222000,AED,unknown,sold_out,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=City%20Towers&pageNumber=1&pageSize=100,2026-06-24
property_04b8dd4b_0ad1_e811_a2b8_00155d119707,04b8dd4b_0ad1_e811_a2b8_00155d119707,Commercial Complex,Aqaar,https://www.aqaar.com/projects/04b8dd4b-0ad1-e811-a2b8-00155d119707,residential,residential,unknown,unknown,unknown,unknown,24000,AED,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Commercial%20Complex&pageNumber=1&pageSize=100,2026-06-24
property_16b8dd4b_0ad1_e811_a2b8_00155d119707,16b8dd4b_0ad1_e811_a2b8_00155d119707,Corniche Tower,Aqaar,https://www.aqaar.com/projects/16b8dd4b-0ad1-e811-a2b8-00155d119707,residential,residential,unknown,unknown,unknown,unknown,357000,AED,unknown,sold_out,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Corniche%20Tower&pageNumber=1&pageSize=100,2026-06-24
property_301c3301_382a_eb11_a2c5_00155d119619,301c3301_382a_eb11_a2c5_00155d119619,Crown Private,Aqaar,https://www.aqaar.com/projects/301c3301-382a-eb11-a2c5-00155d119619,mixed_use,mixed_use,unknown,unknown,unknown,unknown,on_request,unknown,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Crown%20Private&pageNumber=1&pageSize=100,2026-06-24
property_aeb8dd4b_0ad1_e811_a2b8_00155d119707,aeb8dd4b_0ad1_e811_a2b8_00155d119707,Crystal,Aqaar,https://www.aqaar.com/projects/aeb8dd4b-0ad1-e811-a2b8-00155d119707,commercial,commercial,unknown,unknown,unknown,unknown,25200,AED,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Crystal&pageNumber=1&pageSize=100,2026-06-24
property_38b8dd4b_0ad1_e811_a2b8_00155d119707,38b8dd4b_0ad1_e811_a2b8_00155d119707,Crystal 1,Aqaar,https://www.aqaar.com/projects/38b8dd4b-0ad1-e811-a2b8-00155d119707,commercial,commercial,unknown,unknown,unknown,unknown,27600,AED,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Crystal%201&pageNumber=1&pageSize=100,2026-06-24
property_eab7dd4b_0ad1_e811_a2b8_00155d119707,eab7dd4b_0ad1_e811_a2b8_00155d119707,Dewan Towers,Aqaar,https://www.aqaar.com/projects/eab7dd4b-0ad1-e811-a2b8-00155d119707,commercial,commercial,unknown,unknown,unknown,unknown,12000,AED,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Dewan%20Towers&pageNumber=1&pageSize=100,2026-06-24
property_836256dc_a305_f111_8407_70a8a5232028,836256dc_a305_f111_8407_70a8a5232028,Dusit Thani Residences Ajman,Aqaar,https://www.aqaar.com/projects/836256dc-a305-f111-8407-70a8a5232028,residential,residential,unknown,unknown,unknown,unknown,on_request,unknown,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Dusit%20Thani%20Residences%20Ajman&pageNumber=1&pageSize=100,2026-06-24
property_14b8dd4b_0ad1_e811_a2b8_00155d119707,14b8dd4b_0ad1_e811_a2b8_00155d119707,Falcon Towers,Aqaar,https://www.aqaar.com/projects/14b8dd4b-0ad1-e811-a2b8-00155d119707,commercial,commercial,unknown,unknown,unknown,unknown,183500,AED,unknown,sold_out,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Falcon%20Towers&pageNumber=1&pageSize=100,2026-06-24
property_34b8dd4b_0ad1_e811_a2b8_00155d119707,34b8dd4b_0ad1_e811_a2b8_00155d119707,Flamingo Building,Aqaar,https://www.aqaar.com/projects/34b8dd4b-0ad1-e811-a2b8-00155d119707,commercial,commercial,unknown,unknown,unknown,unknown,19200,AED,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Flamingo%20Building&pageNumber=1&pageSize=100,2026-06-24
property_36b8dd4b_0ad1_e811_a2b8_00155d119707,36b8dd4b_0ad1_e811_a2b8_00155d119707,Flamingo Villas,Aqaar,https://www.aqaar.com/projects/36b8dd4b-0ad1-e811-a2b8-00155d119707,commercial,commercial,unknown,unknown,unknown,unknown,120000,AED,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Flamingo%20Villas&pageNumber=1&pageSize=100,2026-06-24
property_bd3ddba0_76fe_eb11_a2c8_00155d119619,bd3ddba0_76fe_eb11_a2c8_00155d119619,Galleria Mall,Aqaar,https://www.aqaar.com/projects/bd3ddba0-76fe-eb11-a2c8-00155d119619,commercial,commercial,unknown,unknown,unknown,unknown,on_request,unknown,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Galleria%20Mall&pageNumber=1&pageSize=100,2026-06-24
property_7d307ab5_a6a9_ea11_a2c3_00155d119619,7d307ab5_a6a9_ea11_a2c3_00155d119619,Garden City,Aqaar,https://www.aqaar.com/projects/7d307ab5-a6a9-ea11-a2c3-00155d119619,commercial,commercial,unknown,unknown,unknown,unknown,102500,AED,unknown,sold_out,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Garden%20City&pageNumber=1&pageSize=100,2026-06-24
property_e4b7dd4b_0ad1_e811_a2b8_00155d119707,e4b7dd4b_0ad1_e811_a2b8_00155d119707,Grand,Aqaar,https://www.aqaar.com/projects/e4b7dd4b-0ad1-e811-a2b8-00155d119707,commercial,Leasing,unknown,unknown,unknown,unknown,27000,AED,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Grand&pageNumber=1&pageSize=100,2026-06-24
property_92b8dd4b_0ad1_e811_a2b8_00155d119707,92b8dd4b_0ad1_e811_a2b8_00155d119707,Gulfa Warehouses,Aqaar,https://www.aqaar.com/projects/92b8dd4b-0ad1-e811-a2b8-00155d119707,commercial,commercial,unknown,unknown,unknown,unknown,on_request,unknown,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Gulfa%20Warehouses&pageNumber=1&pageSize=100,2026-06-24
property_58b8dd4b_0ad1_e811_a2b8_00155d119707,58b8dd4b_0ad1_e811_a2b8_00155d119707,Habitat School,Aqaar,https://www.aqaar.com/projects/58b8dd4b-0ad1-e811-a2b8-00155d119707,education,education,unknown,unknown,unknown,unknown,on_request,unknown,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Habitat%20School&pageNumber=1&pageSize=100,2026-06-24
property_f4b7dd4b_0ad1_e811_a2b8_00155d119707,f4b7dd4b_0ad1_e811_a2b8_00155d119707,Horizon Towers,Aqaar,https://www.aqaar.com/projects/f4b7dd4b-0ad1-e811-a2b8-00155d119707,commercial,commercial,unknown,unknown,unknown,unknown,174500,AED,unknown,sold_out,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Horizon%20Towers&pageNumber=1&pageSize=100,2026-06-24
property_b984f548_ab76_f011_a2e0_00155d119f38,b984f548_ab76_f011_a2e0_00155d119f38,Horizon University,Aqaar,https://www.aqaar.com/projects/b984f548-ab76-f011-a2e0-00155d119f38,mixed_use,mixed_use,unknown,unknown,unknown,unknown,on_request,unknown,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Horizon%20University&pageNumber=1&pageSize=100,2026-06-24
property_50b8dd4b_0ad1_e811_a2b8_00155d119707,50b8dd4b_0ad1_e811_a2b8_00155d119707,Houses and Flats Masfoot,Aqaar,https://www.aqaar.com/projects/50b8dd4b-0ad1-e811-a2b8-00155d119707,commercial,commercial,unknown,unknown,unknown,unknown,12000,AED,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Houses%20and%20Flats%20Masfoot&pageNumber=1&pageSize=100,2026-06-24
property_5ab8dd4b_0ad1_e811_a2b8_00155d119707,5ab8dd4b_0ad1_e811_a2b8_00155d119707,Indian International School 1,Aqaar,https://www.aqaar.com/projects/5ab8dd4b-0ad1-e811-a2b8-00155d119707,education,education,unknown,unknown,unknown,unknown,on_request,unknown,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Indian%20International%20School%201&pageNumber=1&pageSize=100,2026-06-24
property_8ab8dd4b_0ad1_e811_a2b8_00155d119707,8ab8dd4b_0ad1_e811_a2b8_00155d119707,Industrial area -1,Aqaar,https://www.aqaar.com/projects/8ab8dd4b-0ad1-e811-a2b8-00155d119707,mixed_use,mixed_use,unknown,unknown,unknown,unknown,on_request,unknown,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Industrial%20area%20-1&pageNumber=1&pageSize=100,2026-06-24
property_8eb8dd4b_0ad1_e811_a2b8_00155d119707,8eb8dd4b_0ad1_e811_a2b8_00155d119707,Industrial area -20,Aqaar,https://www.aqaar.com/projects/8eb8dd4b-0ad1-e811-a2b8-00155d119707,mixed_use,mixed_use,unknown,unknown,unknown,unknown,on_request,unknown,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Industrial%20area%20-20&pageNumber=1&pageSize=100,2026-06-24
property_8cb8dd4b_0ad1_e811_a2b8_00155d119707,8cb8dd4b_0ad1_e811_a2b8_00155d119707,Industrial area -3,Aqaar,https://www.aqaar.com/projects/8cb8dd4b-0ad1-e811-a2b8-00155d119707,mixed_use,mixed_use,unknown,unknown,unknown,unknown,on_request,unknown,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Industrial%20area%20-3&pageNumber=1&pageSize=100,2026-06-24
property_8dc5f8f8_ebb3_ec11_a2bf_00155d119927,8dc5f8f8_ebb3_ec11_a2bf_00155d119927,industrial area 2,Aqaar,https://www.aqaar.com/projects/8dc5f8f8-ebb3-ec11-a2bf-00155d119927,mixed_use,mixed_use,unknown,unknown,unknown,unknown,on_request,unknown,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=industrial%20area%202&pageNumber=1&pageSize=100,2026-06-24
property_8daed8f6_bd22_e911_a2b8_00155d119707,8daed8f6_bd22_e911_a2b8_00155d119707,Labor Accommodation,Aqaar,https://www.aqaar.com/projects/8daed8f6-bd22-e911-a2b8-00155d119707,mixed_use,mixed_use,unknown,unknown,unknown,unknown,on_request,unknown,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Labor%20Accommodation&pageNumber=1&pageSize=100,2026-06-24
property_30485a5c_911e_ec11_a2c8_00155d119619,30485a5c_911e_ec11_a2c8_00155d119619,Lake Tower C4,Aqaar,https://www.aqaar.com/projects/30485a5c-911e-ec11-a2c8-00155d119619,residential,residential,unknown,unknown,unknown,unknown,on_request,unknown,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Lake%20Tower%20C4&pageNumber=1&pageSize=100,2026-06-24
property_9ab8dd4b_0ad1_e811_a2b8_00155d119707,9ab8dd4b_0ad1_e811_a2b8_00155d119707,Lewara,Aqaar,https://www.aqaar.com/projects/9ab8dd4b-0ad1-e811-a2b8-00155d119707,commercial,commercial,unknown,unknown,unknown,unknown,27000,AED,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Lewara&pageNumber=1&pageSize=100,2026-06-24
property_4cb8dd4b_0ad1_e811_a2b8_00155d119707,4cb8dd4b_0ad1_e811_a2b8_00155d119707,Manama Flats,Aqaar,https://www.aqaar.com/projects/4cb8dd4b-0ad1-e811-a2b8-00155d119707,commercial,commercial,unknown,unknown,unknown,unknown,15000,AED,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Manama%20Flats&pageNumber=1&pageSize=100,2026-06-24
property_4eb8dd4b_0ad1_e811_a2b8_00155d119707,4eb8dd4b_0ad1_e811_a2b8_00155d119707,Manama Shops,Aqaar,https://www.aqaar.com/projects/4eb8dd4b-0ad1-e811-a2b8-00155d119707,commercial,commercial,unknown,unknown,unknown,unknown,on_request,unknown,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Manama%20Shops&pageNumber=1&pageSize=100,2026-06-24
property_7ab8dd4b_0ad1_e811_a2b8_00155d119707,7ab8dd4b_0ad1_e811_a2b8_00155d119707,Manama Wedding Hall (Ajman Society),Aqaar,https://www.aqaar.com/projects/7ab8dd4b-0ad1-e811-a2b8-00155d119707,mixed_use,mixed_use,unknown,unknown,unknown,unknown,on_request,unknown,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Manama%20Wedding%20Hall%20(Ajman%20Society)&pageNumber=1&pageSize=100,2026-06-24
property_84b8dd4b_0ad1_e811_a2b8_00155d119707,84b8dd4b_0ad1_e811_a2b8_00155d119707,Masfoot Buildings,Aqaar,https://www.aqaar.com/projects/84b8dd4b-0ad1-e811-a2b8-00155d119707,commercial,commercial,unknown,unknown,unknown,unknown,14400,AED,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Masfoot%20Buildings&pageNumber=1&pageSize=100,2026-06-24
property_a736c16e_313f_e911_a2b9_00155d119910,a736c16e_313f_e911_a2b9_00155d119910,Masfoot Plaza,Aqaar,https://www.aqaar.com/projects/a736c16e-313f-e911-a2b9-00155d119910,commercial,commercial,unknown,unknown,unknown,unknown,on_request,unknown,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Masfoot%20Plaza&pageNumber=1&pageSize=100,2026-06-24
property_ed194b08_59aa_f011_a2e0_00155d119f3e,ed194b08_59aa_f011_a2e0_00155d119f3e,Mawjan,Aqaar,https://www.aqaar.com/projects/ed194b08-59aa-f011-a2e0-00155d119f3e,residential,residential,unknown,unknown,unknown,unknown,on_request,unknown,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Mawjan&pageNumber=1&pageSize=100,2026-06-24
property_fcb24d18_ff7d_ee11_a2bf_00155d119f33,fcb24d18_ff7d_ee11_a2bf_00155d119f33,Metropolitan International Indian Private School,Aqaar,https://www.aqaar.com/projects/fcb24d18-ff7d-ee11-a2bf-00155d119f33,education,education,unknown,unknown,unknown,unknown,on_request,unknown,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Metropolitan%20International%20Indian%20Private%20School&pageNumber=1&pageSize=100,2026-06-24
property_dd64d3c4_e079_ed11_a2ba_00155d119841,dd64d3c4_e079_ed11_a2ba_00155d119841,Mortuary in Ajman Cemetery,Aqaar,https://www.aqaar.com/projects/dd64d3c4-e079-ed11-a2ba-00155d119841,mixed_use,mixed_use,unknown,unknown,unknown,unknown,on_request,unknown,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Mortuary%20in%20Ajman%20Cemetery&pageNumber=1&pageSize=100,2026-06-24
property_52b8dd4b_0ad1_e811_a2b8_00155d119707,52b8dd4b_0ad1_e811_a2b8_00155d119707,Musheirif Shops,Aqaar,https://www.aqaar.com/projects/52b8dd4b-0ad1-e811-a2b8-00155d119707,commercial,commercial,unknown,unknown,unknown,unknown,on_request,unknown,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Musheirif%20Shops&pageNumber=1&pageSize=100,2026-06-24
property_b514b2db_08f8_ea11_a2c5_00155d119619,b514b2db_08f8_ea11_a2c5_00155d119619,Musherif Villas,Aqaar,https://www.aqaar.com/projects/b514b2db-08f8-ea11-a2c5-00155d119619,commercial,commercial,unknown,unknown,unknown,unknown,30000,AED,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Musherif%20Villas&pageNumber=1&pageSize=100,2026-06-24
property_f8b7dd4b_0ad1_e811_a2b8_00155d119707,f8b7dd4b_0ad1_e811_a2b8_00155d119707,New Gold Market,Aqaar,https://www.aqaar.com/projects/f8b7dd4b-0ad1-e811-a2b8-00155d119707,mixed_use,mixed_use,unknown,unknown,unknown,unknown,21600,AED,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=New%20Gold%20Market&pageNumber=1&pageSize=100,2026-06-24
property_e9afbd0c_b405_ee11_a2bc_00155d119841,e9afbd0c_b405_ee11_a2bc_00155d119841,New Musherif Villas,Aqaar,https://www.aqaar.com/projects/e9afbd0c-b405-ee11-a2bc-00155d119841,commercial,commercial,unknown,unknown,unknown,unknown,114000,AED,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=New%20Musherif%20Villas&pageNumber=1&pageSize=100,2026-06-24
